norm,expon,lognorm,gamma,beta,chi2,poisson,uniform,weibull_min
71.6281,73.605,87.886,43.1745,55.3241,21.4924,45,49.6326,57.9563
86.2838,62.8904,99.4098,91.2706,46.3087,28.6279,49,86.8076,76.1776
72.6596,40.7144,84.1259,59.1942,57.9569,22.8825,39,63.5186,43.9661
33.1639,43.8388,34.0863,75.3692,38.4776,21.6154,43,97.8857,36.8546
77.4788,43.48,20.4382,39.0567,68.5983,25.0356,48,61.4639,47.3387
81.8024,90.2663,44.6006,61.0223,63.7778,22.9614,46,42.9177,30.9753
70.2437,33.3957,42.6959,39.7223,25.5523,27.4342,49,82.7841,43.3651
38.6718,74.3536,47.0558,37.6332,70.8163,27.5496,52,71.9056,67.6389
52.2589,29.5906,91.0619,67.6842,30.1003,21.1628,56,93.5364,47.5302
43.928,78.4853,96.4056,32.9101,15.5298,27.0788,41,90.4249,45.7936
75.9337,46.255,68.1105,27.1278,46.0552,20.3757,56,68.9957,74.0528
97.6801,40.0337,22.7362,22.0685,71.7593,21.6399,48,60.3649,65.4302
69.3887,22.1921,60.0574,42.4083,63.2095,30.8903,43,96.9953,22.0789
94.3604,32.2159,23.4627,23.0369,58.6054,24.3753,64,84.9171,53.0666
22.8582,55.496,88.2569,37.919,63.8371,20.3357,46,71.6532,77.2588
82.0173,47.9354,29.6332,44.6294,62.5596,36.0875,57,96.1263,37.9297
40.9571,77.5706,23.3691,28.8296,54.5297,20.7288,47,49.5443,29.1669
49.9045,22.1749,44.8245,65.1469,22.5854,44.9775,48,77.0359,29.5852
47.9732,27.3968,25.5929,47.7769,60.0865,41.2995,60,36.301,29.021
96.282,95.1097,75.1708,25.0395,73.8248,24.0853,52,96.1839,74.2619
68.6842,38.77,22.9755,22.8596,20.8329,28.4566,42,28.0333,91.0018
28.6071,59.2286,25.0052,97.6831,16.07,20.5135,42,56.0586,71.0658
46.1523,24.1694,64.0455,23.0561,39.1432,28.9848,56,95.3706,37.6177
20.9978,69.7417,32.0351,42.6424,63.4463,27.0335,45,94.5341,28.2053
49.7946,47.9705,96.0046,36.0776,45.3137,21.0269,48,68.0078,79.5631
93.467,78.7853,50.9236,40.4144,48.873,34.5815,57,77.1761,66.0052
87.7121,20.1043,51.1547,24.7151,51.8298,25.6771,35,75.2997,61.5993
55.3281,62.4986,27.6656,26.0594,24.9355,34.5046,52,83.5972,42.1049
37.6729,95.6241,65.186,65.2753,56.6262,31.1802,50,56.6442,49.2734
68.9698,24.8872,20.5899,20.9546,16.0327,20.4618,52,54.3987,23.4119
61.4428,55.6607,32.2227,38.0845,53.4705,23.6772,56,92.4088,40.7387
65.2811,43.8036,50.7975,53.0572,54.2172,30.6156,58,92.8526,56.496
91.0238,34.4798,23.0197,27.0832,32.8543,37.288,45,36.6383,22.671
67.38,21.0259,53.3378,85.3926,36.1631,26.8033,61,79.874,35.2622
20.4927,49.7377,32.9647,87.7173,61.9729,28.5049,49,34.5573,51.2303
91.5967,59.0948,25.9362,88.9571,18.4437,38.66,54,44.4828,45.7889
21.6584,67.1021,21.683,30.7337,69.8131,20.0971,44,60.1387,37.0569
25.1733,86.3588,32.9491,34.0316,39.5416,26.8816,38,61.9539,20.89
72.3239,80.3162,29.8477,20.192,22.7166,23.4295,42,57.7344,29.7628
43.5337,67.7108,51.4426,30.4324,63.0604,20.6709,53,55.4451,30.1887
25.8491,47.297,58.8899,48.4983,56.4801,20.3911,46,26.4178,36.4698
50.133,86.9613,77.5299,31.1357,58.7386,22.8361,56,65.7691,45.9089
61.9865,82.0504,33.8366,44.7953,70.3998,27.0446,54,97.6067,70.0164
32.4861,56.9806,39.924,88.4357,35.141,22.5081,38,50.1919,28.3299
73.1983,76.2012,38.1074,64.3628,23.5373,26.852,51,50.3985,73.774
94.0138,33.3293,29.359,45.9623,74.8609,20.6923,52,97.7711,32.466
48.2786,45.5973,40.5532,71.007,18.1481,23.2633,37,29.78,44.5804
68.9188,23.4238,29.426,54.2383,75.3305,25.9021,50,23.8605,28.8934
24.116,83.9791,73.6455,24.1985,43.4202,24.1942,59,67.3023,26.1659
20.9161,44.306,35.2689,95.7916,34.5831,25.8029,52,34.8328,30.73
71.6862,22.1668,84.524,24.1859,88.1498,31.9398,47,76.4604,49.4914
44.2515,21.9329,75.8064,86.2313,31.1827,27.2749,36,30.5453,43.418
44.7863,84.7243,34.3676,74.7335,48.0241,20.7379,47,27.6315,49.147
44.4097,21.7996,31.0372,46.0723,68.6581,20.2138,46,38.6912,27.4546
50.8314,28.8663,43.8938,24.3748,32.877,26.8642,56,30.2595,57.6807
74.7072,58.021,36.9623,70.0396,50.6308,29.3778,47,70.0333,61.5925
27.8552,33.7776,21.6052,34.652,75.9591,20.0677,49,29.0417,80.7416
53.0478,57.2909,29.3524,78.9237,17.2185,26.6147,53,22.7168,80.2658
82.368,50.6314,68.8005,26.8094,71.3567,25.863,44,25.8093,73.5077
66.3059,35.0006,54.1562,49.5677,94.3384,25.5516,48,20.9773,57.3311
60.3202,33.8636,84.7125,25.1693,36.9353,32.8052,41,73.0887,35.9478
89.3627,23.7609,24.4689,47.0157,35.724,21.0813,43,48.3609,58.9009
36.6802,38.2241,76.561,27.3748,40.5258,20.4948,53,27.2072,44.4803
35.5386,67.0987,38.722,47.9918,30.6159,20.5869,51,94.391,24.7379
55.8695,41.8478,93.6215,23.3682,66.6379,27.8341,57,70.1027,95.2947
39.1257,81.5159,45.0547,38.8422,86.6421,21.1627,48,53.0265,52.7064
97.5393,55.7127,57.1853,57.0707,62.8995,23.7214,58,36.5109,33.1101
40.1561,53.9629,49.5487,51.056,44.2351,25.7294,51,37.3356,43.5475
57.2285,38.2415,52.8007,24.6437,67.9687,26.7623,69,34.0319,25.3029
50.1911,44.7277,40.3673,96.4153,56.4624,23.9872,53,92.4655,25.9973
90.733,74.9489,24.1179,31.0134,47.6547,36.2213,50,89.0178,55.5857
41.0305,41.0482,52.3066,70.5662,58.5489,20.6694,54,66.2455,78.9883
84.7684,32.2985,34.2256,98.891,54.3672,35.695,34,20.7546,34.2388
33.2518,58.8268,38.1289,36.1641,89.3729,24.7402,43,23.3949,61.6767
40.9893,47.9098,32.177,65.5398,7.87773,24.2457,50,78.9191,29.9257
38.0004,60.8821,27.8314,23.8244,47.053,49.3081,42,67.3135,44.0406
85.5799,68.9072,77.8936,27.1312,92.2285,26.2753,52,22.655,46.0596
86.8813,52.547,28.6648,52.8681,61.8725,20.5765,48,81.8961,41.7384
60.0123,90.1861,86.2366,77.2621,90.7134,20.6633,56,30.9994,64.1263
81.9053,26.3657,93.1481,53.048,3.71683,27.4532,49,20.1504,24.1322
73.5117,53.0137,81.314,33.5612,17.2902,29.9747,57,35.6733,41.0086
63.1918,22.6469,43.588,35.5197,36.2902,22.4914,40,33.5549,37.2753
43.7858,26.7025,96.5459,65.1771,12.5066,28.5795,49,56.8271,26.8055
67.9711,42.466,73.1008,26.3294,69.2044,23.3908,50,54.87,32.0829
61.4166,33.6954,29.3975,44.6042,58.4344,29.3316,48,87.4457,56.2747
63.5654,42.9674,57.3249,39.1586,49.7591,27.6695,54,24.9046,29.6246
43.1031,38.9576,92.5002,24.7561,61.7689,23.9034,57,34.3519,34.2374
91.2112,49.4694,71.3499,28.5081,40.6854,25.2721,41,28.9333,74.6486
87.2723,47.5898,78.5093,77.1072,51.2365,25.0212,51,31.6933,38.9498
66.7991,29.2655,37.9042,50.3088,82.5392,28.3813,41,50.7592,74.1911
77.1229,88.7984,20.9784,97.4916,82.4996,23.3077,55,90.9882,65.0105
84.7647,92.71,21.8635,22.7902,79.892,25.8193,44,36.4972,36.4961
34.6556,86.9149,81.5133,90.6106,16.4917,21.0909,44,91.511,53.4745
47.0822,81.7074,53.0779,51.3842,36.9778,30.5216,63,74.3238,30.9967
78.0477,88.4318,91.9766,66.8833,52.8524,25.6898,46,90.1435,35.6778
67.3857,60.5284,58.5615,43.311,73.5947,21.074,56,70.3429,36.9212
60.539,38.7647,28.3999,52.3896,59.3406,21.6675,53,72.3233,25.558
61.6395,25.3594,66.0876,66.3991,44.4013,31.5555,57,68.2787,26.0247
26.4227,51.2265,41.8609,83.9754,61.3279,24.5266,43,47.5033,33.6196
77.391,36.0846,96.431,26.1491,13.8069,25.5528,50,21.8987,20.8951
84.3762,47.5937,36.7542,23.6834,5.18735,23.9967,57,26.1919,51.9926
61.6728,20.5016,41.6308,23.9864,27.8256,21.1672,59,43.6911,76.6433
87.7581,21.6896,70.517,52.833,44.1249,26.8749,56,58.9079,50.6605
85.1512,40.841,21.2909,61.3843,64.279,20.8864,51,55.9032,30.2544
26.3012,29.3468,21.8977,41.5575,34.9876,48.5919,54,48.9079,52.5395
47.9888,56.5944,63.5581,26.8625,27.84,30.5715,60,46.3308,56.3485
59.8489,44.4677,33.2551,64.7724,18.7655,34.116,50,60.5648,25.5796
24.5675,27.7998,21.392,74.1637,46.12,36.626,70,30.1224,29.9729
65.9766,40.7453,93.5289,94.7532,89.3374,35.2053,42,37.0416,24.1075
25.0042,51.8556,20.9228,31.88,37.2386,23.4673,43,34.9913,69.9274
61.1419,47.6521,49.0032,35.1246,14.5019,20.5384,51,89.5205,92.2502
43.7724,45.0237,44.8602,29.2106,9.17369,21.0206,44,91.6681,41.9551
46.1709,83.2965,86.0983,36.2525,91.1923,22.2743,47,27.3346,39.8238
43.4419,68.906,20.8244,49.8469,13.4547,20.0728,52,84.8885,49.4167
55.4467,39.7146,96.4317,58.651,47.8873,25.0549,43,32.5383,52.4139
59.4077,99.3587,74.8372,28.034,35.6839,32.7974,56,82.9565,35.0439
63.6,42.4785,28.6434,43.925,33.9588,23.0732,57,56.7801,46.0083
75.4719,38.6109,72.044,49.9316,59.5549,23.2251,52,94.3221,37.2623
57.6133,57.8524,45.6072,65.1802,59.1541,28.2858,55,41.1199,71.0506
41.8696,55.6335,49.7297,71.0411,51.7034,28.984,44,51.6704,84.9354
42.8446,44.5998,35.4288,48.3884,11.3357,23.9799,50,98.796,28.4194
24.076,20.6764,32.7395,37.1804,79.528,21.7984,54,39.915,45.9443
29.8851,82.2365,37.6987,27.8061,84.2848,20.4006,47,34.1425,49.1502
74.8648,56.0205,50.4249,27.0679,80.7334,40.6177,54,88.3696,37.3806
24.0326,63.1243,74.0971,41.5478,25.1725,29.1709,49,41.7225,26.1538
77.4483,21.1248,48.7102,35.9402,62.8081,20.7124,52,48.9585,83.3961
95.7533,35.9704,27.9804,45.8241,39.4878,22.0114,49,89.2304,55.2913
44.8963,55.1272,35.3381,98.765,52.9806,29.2661,50,28.4488,33.3723
92.2888,54.1425,84.6149,50.9142,27.8198,20.6088,49,39.643,28.4539
87.5538,79.3591,77.6422,24.3971,76.3192,21.0725,49,70.3206,79.5955
80.8845,34.9464,30.3197,39.2277,78.3643,28.3194,45,96.7033,59.4202
51.5577,23.8234,45.0267,36.4841,61.5466,22.2769,44,59.8114,55.4165
46.5103,92.1579,22.7302,49.8608,53.4001,28.7143,47,48.6807,56.4399
33.8355,92.5324,28.0882,30.5704,76.0867,21.9427,39,60.3114,44.5305
44.4095,23.7333,99.1129,61.1696,38.0425,31.7398,56,30.6373,91.1877
36.7193,56.7405,77.371,39.0709,45.1841,26.5458,58,99.6841,23.7392
71.0159,35.0036,20.7334,54.3291,64.256,27.9612,39,20.0425,35.23
64.9087,33.2924,50.446,56.9008,55.6249,22.4029,63,62.7256,34.6872
71.9674,66.1492,26.9257,28.9492,56.8118,23.6488,39,52.6626,53.2609
29.1988,97.1886,31.3267,65.972,50.521,20.0517,51,90.2796,58.7104
80.0393,94.2222,27.9588,44.8874,88.1304,21.6378,45,89.7999,79.348
29.9896,29.0335,36.84,63.8225,30.902,20.5584,41,60.7994,40.7991
89.332,45.0967,33.822,32.4593,52.682,23.855,42,49.7759,69.85
35.3802,49.3778,77.7458,51.3816,83.3604,28.1322,49,36.9319,35.492
29.4032,34.0438,47.7679,20.6182,3.89724,24.7726,50,75.8027,60.6708
70.3606,81.4016,68.9097,88.2734,66.9417,25.0691,60,62.4797,45.2738
25.2503,69.6808,49.6943,38.0283,8.99142,26.9839,43,64.9445,56.6209
41.5217,40.6219,24.4672,72.9828,59.9566,23.2143,52,29.5396,40.9196
60.6753,68.1506,71.3196,69.8186,29.5968,20.0235,40,85.138,52.1008
88.4793,67.4274,77.3275,43.6666,54.3867,20.9877,47,92.4471,27.8164
69.4869,47.4528,29.7373,84.5479,60.9954,22.3857,36,77.0314,29.6607
84.1145,83.0273,46.4694,43.5139,19.9364,22.0279,48,80.4444,43.0767
64.9092,41.1381,20.0076,34.4658,83.5974,20.7757,62,89.4043,71.1316
25.7173,48.9645,30.5415,95.1926,22.1644,20.6758,56,52.7711,59.1898
47.5983,29.4938,41.8902,66.8629,71.6,25.3585,49,58.8875,30.9146
44.0783,73.4212,30.2307,46.5468,28.3562,23.2495,49,80.4999,42.5013
58.9366,20.9761,28.6047,21.4426,72.1551,24.9512,45,75.1121,39.1192
25.3353,56.5635,53.0773,31.5645,57.8444,27.8459,50,49.5272,27.9807
48.5292,30.2034,60.1228,77.0891,67.644,24.5179,44,88.8578,37.798
25.8502,34.32,84.0178,60.2482,65.4234,20.7806,53,57.3603,37.9395
61.5035,52.997,23.3948,29.3293,25.7933,25.2342,49,70.3209,41.4967
22.9003,40.4405,45.3648,23.8331,35.4166,25.1423,46,44.6173,28.4087
40.1732,22.8117,46.8732,32.734,76.3893,20.5841,60,87.8964,45.4345
55.0599,53.3332,34.5029,25.6605,40.6593,22.2117,58,21.4167,78.6015
27.6285,37.8888,21.8219,25.2536,48.2344,22.8483,60,97.2302,48.4597
29.8016,92.997,84.3696,96.2013,85.8957,21.3073,43,31.981,41.8108
29.0564,29.0566,23.5758,23.6881,30.314,21.5996,56,45.5691,45.9141
69.39,85.4803,57.0106,76.5677,21.3374,22.4388,51,46.7588,39.2445
39.1276,83.1232,67.1325,28.1445,59.1757,20.5436,51,72.0335,52.4634
40.5552,28.4679,27.4463,36.002,24.6914,21.4507,47,50.5416,47.6519
55.4793,35.1215,43.585,63.9774,20.671,31.6043,55,65.6496,36.6539
55.3777,29.811,74.3809,46.7468,30.4719,22.0195,50,81.3664,50.6614
66.5718,28.3755,27.8688,51.0884,59.2916,23.2986,52,82.0423,35.3712
43.7567,51.1031,25.4681,46.8765,77.6623,37.4288,59,51.7651,26.4826
84.158,32.0325,30.0212,46.9725,52.5245,21.7689,51,76.9844,26.2427
67.6595,34.0284,72.8392,27.385,16.5628,21.2742,56,99.9716,36.3771
96.9187,26.3251,43.1003,90.3783,53.6239,32.974,64,81.0512,23.1063
48.8263,87.4886,26.9396,68.3891,75.9441,28.0682,50,67.1665,47.7666
51.9328,94.2743,90.6954,33.2646,26.4831,20.4201,51,50.9011,40.3968
69.4531,30.5672,57.9406,49.9505,66.5589,21.393,56,99.6856,30.7561
63.2827,21.7949,61.7904,27.687,59.2088,26.7879,38,86.5215,35.5802
53.7223,79.0909,90.5287,73.1274,65.3526,22.7477,48,81.374,24.7764
76.0744,61.9637,35.0529,23.6641,59.9783,34.3696,44,93.323,29.0262
75.1288,58.2102,41.0764,42.0951,52.368,26.3163,47,68.9434,38.494
42.3444,34.3426,61.8119,57.7992,58.1755,26.5115,36,50.1186,24.667
70.1991,53.709,30.2048,76.0693,70.5568,29.933,54,63.3501,74.6114
59.8362,96.6078,48.391,20.5528,32.688,24.8824,37,90.3491,26.385
32.9238,30.2972,83.4922,29.1161,86.0218,34.3959,64,78.6213,49.0525
57.4845,73.6998,59.4557,47.3214,38.8762,32.6261,48,33.4588,36.3937
46.5999,36.3383,93.8104,33.8035,47.7379,28.5715,45,26.6374,78.7618
91.5647,66.9777,90.4688,66.484,71.355,27.0095,41,53.3085,32.4906
24.5301,65.2671,43.1372,37.6547,24.3072,21.2088,44,21.0592,75.9663
40.8261,21.1843,68.0369,57.9605,38.0284,25.7092,48,76.3523,68.3059
91.4705,51.1121,52.6905,21.6327,92.0892,22.9014,56,68.5637,65.4945
92.0383,23.4881,59.0008,21.3185,30.038,24.5318,54,97.4187,32.1282
70.2511,39.2681,41.2083,52.3221,25.6966,24.4976,56,30.4818,32.302
78.8007,45.8815,21.9245,23.026,8.93385,28.3904,43,99.7937,36.9334
27.0033,92.5603,44.0499,36.2879,69.7681,25.137,57,69.4245,61.2123
81.4258,93.9724,29.2852,32.234,50.4945,22.1001,46,71.86,64.426
80.9198,28.7246,41.3999,55.8057,53.4127,21.071,43,55.5821,23.8884
31.1456,52.359,73.5486,64.5301,42.6503,23.2367,39,21.6427,37.7449
73.8686,70.6557,23.0208,38.0735,64.5702,20.893,49,80.7753,73.2579
50.8857,37.688,44.8635,28.7244,48.8601,20.7829,47,34.8885,47.886
95.2422,22.7404,99.4457,81.4159,22.8379,22.5474,33,30.5322,25.4788
44.617,54.4953,46.8158,28.8493,82.1908,20.4391,43,90.423,23.767
26.7803,44.3048,22.7118,73.8578,17.6783,23.4412,44,81.6516,37.69
53.1482,53.9688,61.21,49.5641,46.47,22.4787,47,51.5261,24.8175
44.5518,50.833,79.0642,71.0969,77.6774,23.0984,47,70.7846,66.6913
22.9039,87.5641,63.4535,44.4775,41.5043,22.2015,45,88.402,45.1693
24.61,61.8179,78.0046,33.847,77.3861,20.1393,49,74.8144,61.2569
74.4916,35.5367,97.1164,41.4195,33.0095,21.4468,46,96.3365,21.226
62.79,43.1695,29.677,23.1079,9.30467,27.2641,47,35.7016,46.5296
69.2288,47.9105,20.1537,51.9776,20.9954,32.5324,40,96.585,39.8533
69.6574,30.8574,80.9122,40.2105,80.639,24.5952,48,93.7999,45.0702
21.3761,59.5923,71.5205,51.9026,48.9344,20.2748,56,89.2539,22.1516
50.7265,86.5185,31.1317,50.4143,3.43208,25.7897,50,82.5789,33.2002
42.9467,48.7992,68.5631,93.9399,33.4235,20.471,57,73.9251,90.6762
22.4531,35.68,22.7562,59.7014,45.5703,26.7987,59,90.1771,65.5201
65.2271,61.2193,74.0489,72.3704,35.2479,23.5105,51,45.3317,40.4821
34.4095,32.3209,39.3009,64.2233,77.1614,41.217,64,51.9877,37.3976
29.3477,51.0889,67.3633,98.3248,71.1236,20.7083,35,43.6346,20.4346
25.0748,74.3051,78.6877,69.6858,40.7186,26.946,40,74.8008,75.1948
79.1691,35.593,21.9994,45.7363,27.1541,22.0723,55,40.8254,41.5808
54.6211,43.1079,82.5898,85.9162,90.5836,23.4627,44,72.3033,64.951
38.1919,26.726,57.6713,53.0078,79.6318,22.2301,49,94.0823,48.6363
64.6921,63.831,86.104,47.3242,42.3032,21.8284,58,67.5483,56.4721
48.484,22.7342,83.836,21.9446,85.5648,22.4725,49,90.4364,43.1801
41.7772,87.5532,51.3113,48.1383,15.6374,20.7207,59,76.6795,65.6944
29.3601,70.1808,43.8229,39.5653,40.0996,21.0189,34,80.8152,26.2937
45.2505,68.4334,23.7933,86.7155,50.8874,21.4853,43,42.9051,45.9948
29.2239,63.9541,62.2185,25.2122,29.2608,28.096,56,64.16,45.8864
94.283,40.1417,28.3677,29.877,74.3504,22.3791,51,89.3102,36.2697
88.2941,60.1264,20.2234,28.891,55.383,20.8206,49,82.9352,74.8327
69.6492,38.112,32.4514,80.1451,50.7096,25.7545,48,63.7943,68.5273
27.7063,56.2003,80.4622,41.7994,69.5297,23.1998,46,94.7539,33.7626
45.5394,23.4502,31.9625,66.3039,34.9295,21.6986,53,94.9999,24.7977
42.9005,45.7449,86.4405,56.3777,15.7385,27.2587,43,95.9793,98.2762
45.7348,23.4784,53.3322,56.8461,75.311,24.4966,52,20.7843,30.7446
91.3659,33.8014,42.604,43.7772,66.36,20.5066,57,76.9568,97.8986
80.1239,32.5367,92.3383,21.9955,48.8034,24.7222,57,57.3516,35.4804
50.6763,39.6589,87.8412,27.5457,42.5343,22.182,44,43.1348,31.0706
95.3651,32.5465,25.8813,72.1134,76.6931,21.3594,55,38.7762,39.3016
88.3327,83.2898,22.1383,68.7967,70.7235,26.7889,58,31.8513,81.6239
56.4294,51.9281,75.1439,66.8955,31.3655,24.2724,59,32.7935,25.7665
69.3544,35.6883,24.0046,33.119,29.8397,43.0561,63,58.568,51.3729
99.2813,57.9371,33.1242,41.8493,39.9192,30.4491,56,20.5879,61.3498
33.427,37.2053,22.4258,57.3078,79.2805,44.5884,51,87.0646,66.2495
44.7046,76.3294,20.2381,61.4001,63.2927,23.1107,52,59.0513,52.2583
69.5187,49.4639,83.0899,50.9174,17.9954,23.7757,61,90.0916,43.9383
37.9413,46.0591,41.9498,69.9207,8.83436,25.2145,60,71.6681,48.274
21.5488,68.2581,84.351,30.1524,56.9834,22.3789,52,73.4725,26.5532
89.7303,37.7144,29.9187,43.7736,34.5712,28.2737,45,69.7293,23.0544
39.3455,53.3563,74.4478,89.2365,60.316,22.2747,47,33.11,84.242
64.9432,31.2057,23.9444,21.2541,52.2569,20.713,47,76.1819,83.9147
42.9223,70.3572,47.9871,62.3438,92.2044,22.6065,59,32.2335,28.756
23.9739,73.5894,35.0705,41.4835,31.7868,20.1622,50,98.0801,50.6486
24.1836,49.0071,42.2537,58.9086,38.0511,21.8662,65,51.2159,72.4954
77.8106,39.7027,20.316,48.3363,59.0268,22.1629,60,36.1245,38.4636
72.3452,39.5737,25.9344,41.7332,31.5823,31.5157,50,66.4106,52.5778
44.7624,23.5416,34.7977,27.9411,58.6475,23.9715,63,33.1747,51.7261
91.0268,42.3156,69.0266,42.9173,69.8306,20.3617,45,90.3656,25.005
56.7656,63.6318,41.5061,25.3591,45.9206,30.7257,45,53.6544,44.3744
56.8047,65.9614,84.7155,29.6407,69.1018,21.3939,55,78.9552,54.1009
45.6632,39.2147,70.4227,66.2249,15.3937,26.3205,36,23.1568,21.8005
53.3141,91.0557,92.1428,51.035,85.4723,44.891,55,61.4235,80.1731
39.6084,29.7668,68.7256,36.9533,41.2982,26.4821,58,23.5838,24.6506
56.5323,98.3527,31.6687,29.3345,88.7897,23.3786,48,53.8699,62.2879
56.3367,39.0094,50.3852,39.6033,57.214,22.3407,50,41.6665,65.5279
32.5341,91.5827,73.285,45.0878,60.1008,27.9539,50,23.7512,54.0579
72.2119,88.65,62.3657,22.4423,39.3695,38.7538,49,75.4506,66.778
38.6436,50.5249,57.1629,44.2437,63.2168,28.49,59,95.6328,21.8939
80.148,30.0105,37.3745,58.0707,19.4532,33.8469,51,71.7049,41.1248
31.1176,65.88,79.676,71.0659,14.4421,24.5037,43,53.8865,49.404
54.8711,45.2152,28.9327,42.4902,87.8649,20.1242,63,51.4059,49.709
46.4726,99.2025,51.6548,30.7301,50.2951,26.367,52,79.3361,21.7007
76.8112,20.7745,60.642,26.0636,46.1766,21.4385,41,73.7747,25.9686
45.5147,21.8123,83.1987,29.3014,12.1982,24.3379,53,33.6627,41.4982
62.1457,60.302,59.4974,37.4463,49.1188,23.7223,41,93.9223,52.843
20.4171,27.2229,80.3355,26.2117,76.022,23.7219,44,86.8616,44.7353
81.1286,31.4205,98.6366,41.273,46.3687,20.0312,47,78.7541,57.4039
39.4788,47.815,50.1888,62.2617,70.9366,35.2046,48,94.5729,99.0067
61.7989,34.9579,56.6971,71.7679,16.4843,25.0169,42,91.6161,42.3041
46.7918,59.0498,59.4447,46.5085,27.1406,25.7841,41,78.9985,26.1509
22.6419,74.3471,32.4237,29.2398,26.6085,20.545,50,41.167,47.4987
51.4964,22.86,37.5467,91.7289,15.6289,34.7895,66,83.0688,49.1677
94.145,43.5989,39.3417,50.1841,89.645,21.7199,50,93.3599,54.085
44.5447,53.7358,31.0189,50.4025,30.1338,27.17,38,45.1983,53.2826
39.5274,60.5708,31.8647,70.1848,10.0346,35.8104,42,41.5534,63.8272
38.6274,71.9308,29.7886,53.1137,44.1292,25.8922,55,26.7669,66.3853
96.8692,44.2832,41.1591,63.7632,36.8259,21.4785,54,93.6827,29.8221
90.825,41.2004,98.08,49.3543,67.7972,22.2336,43,33.1462,49.3382
49.9944,55.2978,72.408,54.4353,42.0904,32.2211,66,52.1593,20.3227
32.3402,99.3144,59.0557,24.5806,79.4504,29.1901,45,36.9348,74.9599
40.0715,78.9136,25.3119,53.5799,62.7567,22.4186,51,63.1884,39.9769
42.676,36.8463,74.7538,83.5407,65.3135,21.9407,56,94.1292,48.8961
98.8233,96.8916,83.0731,63.1381,34.2959,28.8662,43,55.6525,44.6686
73.0524,28.8051,28.3277,22.8934,50.4753,25.866,45,38.4487,48.6708
29.4865,80.3024,39.0635,24.5383,33.4853,53.2312,59,67.8629,25.6981
62.334,50.4189,55.0388,68.7165,34.1165,28.4384,54,28.5829,23.8624
68.4244,89.0264,25.4684,34.395,6.27563,31.6054,54,42.8565,77.6142
65.6461,22.8624,55.0021,20.4664,36.5155,25.4305,55,27.3011,37.0986
43.4329,65.4174,38.1664,52.9364,59.9795,28.5454,62,25.1373,46.5158
46.5409,63.9884,49.7438,59.2097,70.9657,26.2704,47,97.3677,37.2028
40.197,26.4077,29.2928,37.2824,15.645,23.5506,41,55.1349,37.4949
78.9446,22.4846,66.5082,81.4029,52.4798,33.4005,59,61.0465,29.3214
69.1012,21.5358,68.7429,93.3041,31.8506,24.3033,48,57.6604,56.5031
51.3906,86.2571,55.1606,29.3856,71.4161,22.5142,60,34.1318,30.6649
79.9225,78.1883,30.7244,87.4264,42.9393,22.5148,40,31.6891,22.0201
64.6169,49.3055,21.7587,38.0804,72.2733,29.8497,46,70.1295,40.9017
33.1152,60.0563,21.0291,61.1392,28.7722,23.3261,45,71.3278,25.393
25.8099,74.6461,89.3672,37.5434,31.3805,25.6246,42,33.7769,59.9152
45.0048,81.693,46.4246,32.1647,6.85278,20.6515,60,81.7217,73.3087
48.5945,82.4418,70.9916,37.9632,75.7759,37.9686,51,96.0579,31.87
40.9129,51.583,85.8717,39.8122,46.4849,35.1052,40,76.2972,41.9812
84.5545,45.3781,26.5679,24.0588,56.0451,33.0829,55,22.806,81.3786
63.2274,23.9922,43.9445,51.8591,35.8358,39.4281,49,51.2858,23.7611
36.9601,60.091,96.6258,34.9305,53.5079,25.9689,45,26.6656,40.3662
20.4834,45.7228,52.9442,63.0806,22.9065,21.081,63,43.8619,42.4446
50.3856,37.7963,23.2791,43.7126,54.6351,26.9663,55,20.3461,40.6059
23.6111,37.9875,84.0429,20.1249,18.7045,21.5421,60,21.1277,67.2533
65.4389,20.9315,33.5566,71.0452,29.4566,21.026,46,47.4675,59.6402
83.021,81.8805,73.5026,77.4168,41.3668,24.5962,51,57.6756,65.9207
61.4708,31.3988,23.3313,68.5922,36.6697,34.4564,48,92.5324,34.2053
71.4416,67.3077,73.6473,43.7439,18.1606,23.8247,49,78.4212,51.1308
53.4842,97.082,68.0063,57.6112,33.6614,25.2956,46,63.9575,40.6591
42.2068,74.3308,73.4573,57.9161,63.081,24.1492,37,35.1193,29.4393
75.9049,81.6276,20.8508,49.732,66.7655,21.042,36,86.9977,46.0852
62.6905,78.191,37.5828,39.7592,81.2694,21.9601,55,91.5861,64.9476
49.0317,78.3489,71.0186,61.8972,7.98526,20.3002,54,64.5733,20.8781
87.4575,51.2562,21.7788,20.6261,42.4032,40.2368,47,55.4197,20.7436
32.2991,29.7428,87.3717,59.2383,97.3937,32.9233,47,31.4406,42.7857
90.1226,77.0054,26.7402,36.6217,61.8663,21.6072,61,70.1081,27.3865
50.8576,46.029,52.0612,27.2832,33.0901,22.8764,52,42.7134,26.0541
65.8637,51.3655,58.8907,41.6843,16.6669,22.153,42,77.4927,90.512
34.8689,20.505,45.0131,63.2783,20.3198,30.0172,69,31.7912,57.9534
70.0838,51.0055,32.2221,28.3921,91.4219,34.9715,57,41.2557,47.272
95.7174,84.6469,57.6852,98.9781,24.9772,26.4989,46,83.7238,45.7924
57.7951,30.9871,26.4101,24.188,22.0883,32.5316,44,54.2567,35.9964
